codigo,valor_atual,min_52_semanas,max_52_semanas,valorizacao_12m,liquidez_media_diaria,dy,p/l,peg_ratio,p/vp,ev/ebitda,ev/ebit,p/ebitda,p/ebit,vpa,p/ativo,lpa,p/sr,p/cap_giro,p/ativo_circ_liq,div_liquida/pl,div_liquida/ebitda,div_liquida/ebit,pl/ativos,passivos/ativos,liq_corrente,m_bruta,m_ebitda,m_ebit,m_liquida,roe,roa,roic,giro_ativos,cagr_receitas_5_anos,cagr_lucros_5_anos,patrimonio_liquido,ativos,ativo_circulante,divida_bruta,disponibilidade,divida_liquida,valor_de_mercado,valor_de_firma,segmento_de_listagem,free_float,setor_de_atuacao,subsetor_de_atuacao,segmento_de_atuacao
BPAN4,10.1,9.43,25.1,-0.088,83470801.83,0.022,16.12,-40.61,2.14,10.25,11.58,10.15,11.46,4.71,0.27,0.63,1.21,-65.48,-0.49,0.0,0.0,0.0,0.13,0.87,0.99,0.671,0.119,0.105,0.075,0.133,0.017,0.0,0.23,0.048,0.393,5676188000.0,44480411000.0,19684856000.0,0.0,876429000.0,0.0,12291572434.0,12291572434.0,Nível 1,0.283,Financeiro e Outros,Intermediários Financeiros,Bancos
BRAP3,25.7,17.08,25.7,0.416,5873072.87,0.399,1.86,0.0,0.69,0.0,1.51,0.0,1.88,37.01,0.69,13.85,0.0,3.96,-0.84,-0.18,0.0,-0.48,1.0,0.0,65.33,0.0,0.0,0.0,0.0,0.374,0.373,0.365,0.0,0.0,0.0,14546950000.0,14587619000.0,2591807000.0,0.0,2555161000.0,-2555161000.0,10636382098.0,8081221098.0,Nível 1,0.717,Materiais Básicos,Mineração,Minerais Metálicos
BRAP4,27.73,18.51,29.05,0.309,133679054.09,0.406,2.0,0.0,0.75,0.0,1.51,0.0,2.03,37.01,0.75,13.85,0.0,4.27,-0.91,-0.18,0.0,-0.48,1.0,0.0,65.33,0.0,0.0,0.0,0.0,0.374,0.373,0.365,0.0,0.0,0.0,14546950000.0,14587619000.0,2591807000.0,0.0,2555161000.0,-2555161000.0,10636382098.0,8081221098.0,Nível 1,0.717,Materiais Básicos,Mineração,Minerais Metálicos
BRDT3,22.03,17.36,29.13,0.2,298546540.71,0.09,5.68,0.01,2.33,5.94,6.56,4.45,4.92,9.69,0.89,3.97,0.23,2.88,-1.83,0.78,1.49,1.64,0.38,0.62,2.49,0.054,0.051,0.046,0.04,0.409,0.156,0.208,3.9,-0.035,0.0,11287000000.0,29562000000.0,15205000000.0,10788000000.0,2030000000.0,8758000000.0,26270750000.0,35028750000.0,Novo Mercado,0.972,Petróleo Gás e Biocombustíveis,Petróleo Gás e Biocombustíveis,Exploração Refino e Distribuição
BRFS3,19.96,19.24,30.07,-0.116,262933152.7,0.0,39.84,-0.61,2.13,7.3,11.44,3.57,5.59,9.35,0.31,0.5,0.35,4.05,-0.56,2.23,3.73,5.84,0.14,0.86,1.2,0.216,0.099,0.063,0.009,0.054,0.008,0.08,0.87,0.042,-0.334,7599847000.0,53048848000.0,24242226000.0,24178602000.0,7233026000.0,16945576000.0,16225090723.0,33170666723.0,Novo Mercado,0.994,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
BRGE11,7.52,7.52,18.0,-0.582,1504.0,0.05,24.32,-0.45,0.44,-199.08,-127.94,114.26,73.43,16.94,0.18,0.31,80.45,0.44,-0.44,-1.22,-313.91,-201.74,0.41,0.4,3.24,-15.069,0.704,1.096,3.308,0.018,0.007,0.002,0.0,-0.015,-0.187,1247622000.0,3062324000.0,1808517000.0,0.0,1521499000.0,-1521499000.0,556578821.0,-964920179.0,,0.204,Financeiro e Outros,Previdência e Seguros,Seguradoras
BRGE12,6.99,5.55,6.99,0.144,13570.37,0.0,22.6,-0.42,0.41,-199.08,-127.94,106.21,68.26,16.94,0.17,0.31,74.78,0.41,-0.41,-1.22,-313.91,-201.74,0.41,0.4,3.24,-15.069,0.704,1.096,3.308,0.018,0.007,0.002,0.0,-0.015,-0.187,1247622000.0,3062324000.0,1808517000.0,0.0,1521499000.0,-1521499000.0,556578821.0,-964920179.0,,0.204,Financeiro e Outros,Previdência e Seguros,Seguradoras
BRGE3,6.37,6.36,10.52,-0.388,2672.86,0.0,20.6,-0.38,0.38,-199.08,-127.94,96.79,62.2,16.94,0.15,0.31,68.15,0.38,-0.37,-1.22,-313.91,-201.74,0.41,0.4,3.24,-15.069,0.704,1.096,3.308,0.018,0.007,0.002,0.0,-0.015,-0.187,1247622000.0,3062324000.0,1808517000.0,0.0,1521499000.0,-1521499000.0,556578821.0,-964920179.0,,0.204,Financeiro e Outros,Previdência e Seguros,Seguradoras
BRGE5,10.41,10.15,18.1,-0.425,1041.0,0.03,33.66,-0.63,0.61,-199.08,-127.94,158.17,101.65,16.94,0.25,0.31,111.37,0.61,-0.61,-1.22,-313.91,-201.74,0.41,0.4,3.24,-15.069,0.704,1.096,3.308,0.018,0.007,0.002,0.0,-0.015,-0.187,1247622000.0,3062324000.0,1808517000.0,0.0,1521499000.0,-1521499000.0,556578821.0,-964920179.0,,0.204,Financeiro e Outros,Previdência e Seguros,Seguradoras
BRGE6,9.0,9.0,16.81,-0.465,1800.0,0.084,29.1,-0.54,0.53,-199.08,-127.94,136.75,87.88,16.94,0.22,0.31,96.28,0.53,-0.53,-1.22,-313.91,-201.74,0.41,0.4,3.24,-15.069,0.704,1.096,3.308,0.018,0.007,0.002,0.0,-0.015,-0.187,1247622000.0,3062324000.0,1808517000.0,0.0,1521499000.0,-1521499000.0,556578821.0,-964920179.0,,0.204,Financeiro e Outros,Previdência e Seguros,Seguradoras
BRGE8,9.49,8.0,11.84,-0.041,2079.0,0.033,30.69,-0.57,0.56,-199.08,-127.94,144.19,92.67,16.94,0.23,0.31,101.53,0.56,-0.56,-1.22,-313.91,-201.74,0.41,0.4,3.24,-15.069,0.704,1.096,3.308,0.018,0.007,0.002,0.0,-0.015,-0.187,1247622000.0,3062324000.0,1808517000.0,0.0,1521499000.0,-1521499000.0,556578821.0,-964920179.0,,0.204,Financeiro e Outros,Previdência e Seguros,Seguradoras
BRIV3,7.47,6.8,12.19,-0.387,4880.08,0.002,8.54,4.85,0.42,0.0,6.07,0.0,6.04,17.71,0.03,0.88,0.86,0.28,-0.04,0.0,0.0,0.0,0.08,0.92,166.57,0.215,0.0,0.143,0.101,0.049,0.004,0.0,0.04,-0.145,-0.018,1568876000.0,19696880000.0,2394564000.0,0.0,2394564000.0,0.0,665007023.0,665007023.0,,0.225,Financeiro e Outros,Intermediários Financeiros,Bancos
BRIV4,7.56,7.3,9.52,-0.187,6469.67,0.079,8.64,4.91,0.43,0.0,6.07,0.0,6.11,17.71,0.03,0.88,0.87,0.28,-0.04,0.0,0.0,0.0,0.08,0.92,166.57,0.215,0.0,0.143,0.101,0.049,0.004,0.0,0.04,-0.145,-0.018,1568876000.0,19696880000.0,2394564000.0,0.0,2394564000.0,0.0,665007023.0,665007023.0,,0.225,Financeiro e Outros,Intermediários Financeiros,Bancos
BRKM3,48.86,24.77,58.16,0.943,1029839.74,0.154,2.72,-0.01,3.05,2.15,2.5,1.43,1.66,16.01,0.41,17.94,0.41,3.62,-0.76,1.49,0.69,0.81,0.14,0.88,1.33,0.315,0.284,0.244,0.149,1.12,0.151,0.423,1.02,0.045,0.366,12764167000.0,94434330000.0,43118871000.0,33939262000.0,14962064000.0,18977198000.0,39655959161.0,58633157161.0,Nível 1,0.349,Materiais Básicos,Químicos,Petroquímicos
BRKM5,50.56,25.34,62.1,0.979,198589862.87,0.148,2.84,-0.01,3.18,2.15,2.5,1.48,1.73,16.01,0.43,17.94,0.42,3.77,-0.79,1.49,0.69,0.81,0.14,0.88,1.33,0.315,0.284,0.244,0.149,1.12,0.151,0.423,1.02,0.045,0.366,12764167000.0,94434330000.0,43118871000.0,33939262000.0,14962064000.0,18977198000.0,39655959161.0,58633157161.0,Nível 1,0.349,Materiais Básicos,Químicos,Petroquímicos
BRKM6,38.79,17.28,43.4,1.135,13272.0,0.016,2.16,-0.01,2.42,2.15,2.5,1.13,1.32,16.01,0.33,17.94,0.32,2.88,-0.6,1.49,0.69,0.81,0.14,0.88,1.33,0.315,0.284,0.244,0.149,1.12,0.151,0.423,1.02,0.045,0.366,12764167000.0,94434330000.0,43118871000.0,33939262000.0,14962064000.0,18977198000.0,39655959161.0,58633157161.0,Nível 1,0.349,Materiais Básicos,Químicos,Petroquímicos
BRML3,9.45,6.97,11.8,-0.068,224490927.7,0.0,41.27,-0.12,0.77,21.57,25.26,16.56,19.4,12.27,0.43,0.23,8.04,5.4,-0.48,0.23,4.94,5.79,0.55,0.42,3.94,0.905,0.485,0.415,0.195,0.019,0.01,0.027,0.05,-0.077,1.105,10717655000.0,19408947000.0,2047777000.0,4086597000.0,1622956000.0,2463641000.0,8294842664.0,10758483664.0,Novo Mercado,0.949,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
BRPR3,7.22,6.22,9.93,-0.186,12743228.17,0.027,14.58,-0.31,0.48,12.41,13.3,8.07,8.65,15.09,0.3,0.5,10.45,5.38,-0.34,0.25,4.29,4.6,0.63,0.37,2.03,1.0,1.295,1.208,0.717,0.033,0.02,0.033,0.03,-0.152,0.0,7154658000.0,11447309000.0,1254044000.0,2934998000.0,1110740000.0,1824258000.0,3447140997.0,5271398997.0,Novo Mercado,0.396,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
BRSR3,11.96,11.26,15.16,-0.146,57611.52,0.08,5.24,0.37,0.56,0.0,4.24,0.0,4.49,21.39,0.05,2.28,0.68,0.93,-0.05,0.0,0.0,0.0,0.09,0.91,2.12,0.771,0.0,0.152,0.13,0.107,0.009,0.0,0.07,-0.052,0.012,8747134000.0,101328127000.0,9960299000.0,0.0,9960299000.0,0.0,4618095833.0,4618095833.0,Nível 1,0.506,Financeiro e Outros,Intermediários Financeiros,Bancos
BRSR5,18.0,15.65,19.67,0.078,1797.6,0.067,7.89,0.56,0.84,0.0,4.24,0.0,6.76,21.39,0.07,2.28,1.03,1.4,-0.08,0.0,0.0,0.0,0.09,0.91,2.12,0.771,0.0,0.152,0.13,0.107,0.009,0.0,0.07,-0.052,0.012,8747134000.0,101328127000.0,9960299000.0,0.0,9960299000.0,0.0,4618095833.0,4618095833.0,Nível 1,0.506,Financeiro e Outros,Intermediários Financeiros,Bancos
BRSR6,10.69,9.21,13.92,-0.158,20344940.96,0.089,4.68,0.33,0.5,0.0,4.24,0.0,4.01,21.39,0.04,2.28,0.61,0.83,-0.05,0.0,0.0,0.0,0.09,0.91,2.12,0.771,0.0,0.152,0.13,0.107,0.009,0.0,0.07,-0.052,0.012,8747134000.0,101328127000.0,9960299000.0,0.0,9960299000.0,0.0,4618095833.0,4618095833.0,Nível 1,0.506,Financeiro e Outros,Intermediários Financeiros,Bancos
BSEV3,9.0,6.25,9.86,0.132,1097133.5,0.0,10.22,-0.06,-10.84,2.04,5.46,1.18,3.17,-0.83,0.78,0.88,0.57,-1.59,-1.13,0.0,0.86,2.3,-0.07,1.07,0.39,0.268,0.479,0.179,0.056,-1.06,0.076,0.309,1.37,0.109,0.0,-847034000.0,11839684000.0,3701121000.0,7636892000.0,981607000.0,6655285000.0,9183864834.0,15839149834.0,,0.06,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
BSLI3,29.52,21.05,54.71,-0.452,27836.36,0.017,19.3,1.22,4.69,0.0,12.57,0.0,12.99,6.29,0.38,1.53,3.9,-1.38,-0.42,0.0,0.0,0.0,0.08,0.92,0.23,0.692,0.0,0.3,0.202,0.243,0.02,0.0,0.1,-0.024,0.395,2283754000.0,27977883000.0,2283866000.0,0.0,2283866000.0,0.0,10373297750.0,10373297750.0,,0.116,Financeiro e Outros,Intermediários Financeiros,Bancos
BSLI4,26.5,12.44,50.85,-0.479,53942.95,0.02,17.33,1.1,4.21,0.0,12.57,0.0,11.66,6.29,0.34,1.53,3.5,-1.24,-0.37,0.0,0.0,0.0,0.08,0.92,0.23,0.692,0.0,0.3,0.202,0.243,0.02,0.0,0.1,-0.024,0.395,2283754000.0,27977883000.0,2283866000.0,0.0,2283866000.0,0.0,10373297750.0,10373297750.0,,0.116,Financeiro e Outros,Intermediários Financeiros,Bancos
BTOW3,68.0,56.0,126.0,-0.457,190284176.19,0.019,410.42,-2.94,1.83,20.93,74.13,18.68,66.18,17.65,0.66,0.08,1.69,2.82,-1.53,0.23,2.39,8.46,0.36,0.64,1.7,0.298,0.091,0.025,0.004,0.005,0.002,0.007,0.39,0.024,0.0,15663360000.0,43332007000.0,24612568000.0,13368125000.0,9708442000.0,3659683000.0,28405205342.0,32064888342.0,Novo Mercado,0.677,Consumo Cíclico,Comércio,Produtos Diversos
BTTL3,19.72,5.66,22.32,2.484,531776.64,0.0,4.34,0.01,3.19,2.92,3.26,2.82,3.15,4.84,1.04,3.56,0.26,3.75,-3.22,0.12,0.1,0.11,0.33,0.67,1.69,0.157,0.093,0.083,0.06,0.734,0.239,0.526,3.96,0.059,-0.038,71941000.0,221162000.0,149972000.0,40385000.0,32100000.0,8285000.0,229149959.0,237434959.0,,0.129,Financeiro e Outros,Holdings Diversificadas,Holdings Diversificadas
CALI4,50.0,0.0,0.0,0.0,0.0,0.0,2.91,-0.02,2.59,4.82,4.91,1.33,1.35,19.28,0.13,17.17,0.28,0.46,-0.25,6.0,3.07,3.12,0.05,0.95,2.25,0.329,0.209,0.206,0.095,0.891,0.043,0.202,0.46,-0.08,-0.152,7173000.0,146984000.0,72931000.0,54729000.0,11684000.0,43045000.0,24582197.0,67627197.0,,0.14,Consumo Cíclico,Construção Civil,Incorporações
CAMB4,6.25,0.0,0.0,0.0,0.0,0.0,19.12,-0.43,2.49,7.16,8.67,7.07,8.56,2.51,0.88,0.33,1.28,25.22,-1.52,0.71,2.01,2.44,0.35,0.65,1.09,0.464,0.18,0.149,0.067,0.13,0.046,0.141,0.69,-0.114,0.0,106255000.0,301275000.0,127607000.0,85279000.0,10107000.0,75172000.0,192351614.0,267523614.0,,1.0,Consumo Cíclico,Tecidos Vestuário e Calçados,Calçados
CAML3,9.34,8.59,11.38,-0.169,19746969.43,0.026,28.68,-0.39,1.2,0.0,8.6,0.0,5.66,7.76,0.43,0.33,0.38,1.17,-1.16,0.64,0.0,3.03,0.35,0.65,2.35,0.202,0.0,0.068,0.013,0.042,0.015,0.084,1.11,0.12,0.017,2872439000.0,8117978000.0,5146345000.0,3749711000.0,1901174000.0,1848537000.0,3407700000.0,5256237000.0,Novo Mercado,0.304,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
CARD3,15.06,11.37,27.1,0.006,3680772.48,0.032,10.92,0.3,1.97,4.4,7.36,4.26,7.13,7.66,1.13,1.38,1.26,29.72,-1.64,0.05,0.1,0.17,0.57,0.43,1.14,0.313,0.295,0.176,0.115,0.181,0.104,0.152,0.9,-0.003,0.249,320074000.0,557993000.0,173694000.0,112025000.0,96635000.0,15390000.0,636614000.0,652004000.0,Novo Mercado,0.442,Bens Industriais,Serviços,Serviços Diversos
CBEE3,23.01,14.96,30.26,0.442,53893.67,0.003,145.15,-1.91,1.06,19.64,-162.84,8.56,-70.97,21.76,0.24,0.16,0.5,-1028.5,-0.3,1.37,11.08,-91.87,0.23,0.77,1.0,0.109,0.058,-0.007,0.003,0.007,0.002,-0.012,0.49,0.038,0.0,3625465000.0,15723318000.0,3021067000.0,5477221000.0,513773000.0,4963448000.0,3834255841.0,8797703841.0,,0.003,Utilidade Pública,Energia Elétrica,Energia Elétrica
CCPR3,10.16,9.65,14.13,-0.16,4350524.79,1.125,37.48,-0.59,0.68,8.35,8.35,4.34,4.34,10.82,0.22,0.2,2.34,1.16,-0.29,0.63,4.05,4.05,0.32,0.42,4.35,0.605,0.539,0.539,0.062,0.018,0.006,0.048,0.09,0.048,0.051,1651664000.0,5130063000.0,1254080000.0,1679522000.0,632853000.0,1046669000.0,1109725115.0,2156394115.0,Novo Mercado,0.391,Financeiro e Outros,Exploração de Imóveis,Exploração de Imóveis
CCRO3,12.81,10.73,13.99,0.03,111530696.52,0.013,34.37,2.37,3.04,6.41,12.24,3.95,7.54,4.22,0.66,0.37,2.16,6.2,-0.91,1.88,2.44,4.67,0.22,0.77,1.62,0.39,0.547,0.286,0.063,0.088,0.019,0.073,0.3,0.031,-0.029,8522987000.0,39416599000.0,10890741000.0,24314959000.0,8257788000.0,16057171000.0,26017600000.0,42074771000.0,Novo Mercado,0.552,Bens Industriais,Transporte,Exploração de Rodovias
CCXC3,1.16,0.0,0.0,0.0,0.0,0.0,-0.19,0.0,-0.03,0.0,-10.92,0.0,-11.09,-41.18,0.29,-6.13,0.0,-0.03,0.0,0.0,0.0,0.16,-10.41,11.42,0.09,0.0,0.0,0.0,0.0,-0.149,-1.55,0.003,0.0,0.0,0.0,-70061000.0,6731000.0,6731000.0,0.0,29000.0,-29000.0,1973426.0,1944426.0,Novo Mercado,0.0,Financeiro e Outros,Outros,Outros
CEAB3,6.31,5.17,15.31,-0.49,15329310.09,0.0,6.85,-0.04,0.68,8.16,51.77,6.75,42.85,9.22,0.26,0.92,0.39,1.64,-0.43,0.14,1.41,8.93,0.37,0.63,1.62,0.461,0.057,0.009,0.056,0.1,0.037,-0.06,0.66,0.0,0.0,2841205000.0,7613818000.0,3084103000.0,1374726000.0,969382000.0,405344000.0,1945026379.0,2350370379.0,Novo Mercado,0.345,Consumo Cíclico,Comércio,Tecidos Vestuário e Calçados
CEBR3,15.5,15.07,139.31,-0.792,43889.48,1.218,0.71,0.0,0.59,0.0,-0.22,0.0,0.59,26.41,0.51,22.03,0.0,0.7,-2.07,-0.79,0.0,-0.78,0.86,0.04,22.04,-0.084,0.0,-2.226,-1.853,0.834,0.715,0.607,-0.39,-0.361,1.286,1903815000.0,2220102000.0,1677759000.0,0.0,1495360000.0,-1495360000.0,1080368628.0,-414991372.0,,0.199,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEBR5,15.14,14.01,194.0,-0.83,9812.29,1.253,0.69,0.0,0.57,0.0,-0.22,0.0,0.57,26.41,0.49,22.03,0.0,0.68,-2.01,-0.79,0.0,-0.78,0.86,0.04,22.04,-0.084,0.0,-2.226,-1.853,0.834,0.715,0.607,-0.39,-0.361,1.286,1903815000.0,2220102000.0,1677759000.0,0.0,1495360000.0,-1495360000.0,1080368628.0,-414991372.0,,0.199,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEBR6,14.4,14.2,135.84,-0.817,127034.96,1.449,0.65,0.0,0.55,0.0,-0.22,0.0,0.54,26.41,0.47,22.03,0.0,0.65,-1.91,-0.79,0.0,-0.78,0.86,0.04,22.04,-0.084,0.0,-2.226,-1.853,0.834,0.715,0.607,-0.39,-0.361,1.286,1903815000.0,2220102000.0,1677759000.0,0.0,1495360000.0,-1495360000.0,1080368628.0,-414991372.0,,0.199,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEDO3,7.8,6.5,12.13,-0.357,11921.69,0.0,6.55,-0.05,0.56,3.77,5.17,1.15,1.58,13.87,0.1,1.19,0.09,-1.64,-0.2,1.37,2.8,3.84,0.18,0.8,0.89,0.165,0.075,0.054,0.013,0.086,0.015,0.134,1.17,0.093,0.0,138726000.0,780903000.0,384572000.0,211272000.0,20825000.0,190447000.0,66136394.0,256583394.0,Nível 1,0.584,Consumo Cíclico,Tecidos Vestuário e Calçados,Fios e Tecidos
CEDO4,5.79,4.77,8.34,0.036,64044.55,0.0,4.91,-0.04,0.42,3.77,5.17,0.86,1.18,13.87,0.08,1.19,0.06,-1.23,-0.15,1.37,2.8,3.84,0.18,0.8,0.89,0.165,0.075,0.054,0.013,0.086,0.015,0.134,1.17,0.093,0.0,138726000.0,780903000.0,384572000.0,211272000.0,20825000.0,190447000.0,66136394.0,256583394.0,Nível 1,0.584,Consumo Cíclico,Tecidos Vestuário e Calçados,Fios e Tecidos
CEEB3,33.7,31.49,52.82,-0.039,133309.17,0.181,5.17,0.08,1.39,6.45,8.03,2.68,3.33,24.27,0.38,6.52,0.63,-14.18,-0.48,1.49,2.87,3.57,0.27,0.73,0.89,0.24,0.234,0.188,0.121,0.269,0.073,0.14,0.6,0.109,0.384,6361000000.0,23438000000.0,4882000000.0,9867000000.0,401000000.0,9466000000.0,11803095068.0,21269095068.0,,0.011,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEEB5,36.61,33.53,51.17,-0.0,7800.0,0.166,5.62,0.08,1.51,6.45,8.03,2.91,3.62,24.27,0.41,6.52,0.68,-15.4,-0.52,1.49,2.87,3.57,0.27,0.73,0.89,0.24,0.234,0.188,0.121,0.269,0.073,0.14,0.6,0.109,0.384,6361000000.0,23438000000.0,4882000000.0,9867000000.0,401000000.0,9466000000.0,11803095068.0,21269095068.0,,0.011,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEED3,59.99,40.0,76.81,0.0,9868.86,0.0,-4.41,0.11,-1.33,-125.1,-21.46,-87.81,-15.06,-44.94,0.63,-13.59,0.89,6.32,-1.13,0.0,-37.3,-6.4,-0.47,1.47,1.29,0.044,-0.01,-0.059,-0.201,-0.302,-0.143,-4.315,0.71,-0.003,0.0,-3067672000.0,6497674000.0,2859385000.0,3133336000.0,1394000000.0,1739336000.0,4093926032.0,5833262032.0,,0.049,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEED4,55.8,53.0,72.0,-0.203,5580.0,0.0,-4.11,0.11,-1.24,-125.1,-21.46,-81.68,-14.01,-44.94,0.59,-13.59,0.83,5.88,-1.05,0.0,-37.3,-6.4,-0.47,1.47,1.29,0.044,-0.01,-0.059,-0.201,-0.302,-0.143,-4.315,0.71,-0.003,0.0,-3067672000.0,6497674000.0,2859385000.0,3133336000.0,1394000000.0,1739336000.0,4093926032.0,5833262032.0,,0.049,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEGR3,57.99,56.88,111.54,0.005,5799.0,0.044,36.73,8.67,11.93,0.0,22.98,0.0,21.88,4.86,3.85,1.58,3.79,-160.25,-5.36,0.6,0.0,1.1,0.32,0.68,0.92,0.281,0.0,0.173,0.103,0.325,0.105,0.2,1.01,-0.031,0.076,1261566000.0,3914618000.0,1107664000.0,1185142000.0,428551000.0,756591000.0,15056392079.0,15812983079.0,,0.002,Utilidade Pública,Gás,Gás
CEPE5,25.0,23.24,30.46,-0.088,11566.8,0.099,4.32,0.04,0.99,10.91,14.79,1.46,1.99,25.33,0.15,5.79,0.22,-4.0,-0.21,2.85,4.23,5.73,0.15,0.85,0.88,0.171,0.149,0.11,0.051,0.229,0.035,0.104,0.7,0.088,0.866,1890000000.0,12239000000.0,3420000000.0,5714000000.0,331000000.0,5383000000.0,8512817700.0,13895817700.0,,0.103,Utilidade Pública,Energia Elétrica,Energia Elétrica
CEPE6,26.1,25.7,41.97,-0.126,6099.0,0.104,4.51,0.04,1.03,10.91,14.79,1.53,2.07,25.33,0.16,5.79,0.23,-4.18,-0.22,2.85,4.23,5.73,0.15,0.85,0.88,0.171,0.149,0.11,0.051,0.229,0.035,0.104,0.7,0.088,0.866,1890000000.0,12239000000.0,3420000000.0,5714000000.0,331000000.0,5383000000.0,8512817700.0,13895817700.0,,0.103,Utilidade Pública,Energia Elétrica,Energia Elétrica
CESP3,23.18,20.0,33.65,-0.183,139178.96,0.094,3.63,0.09,1.01,5.05,6.52,4.19,5.41,22.86,0.52,6.38,3.52,26.29,-0.56,0.2,0.85,1.09,0.51,0.49,1.37,0.616,0.84,0.651,0.969,0.279,0.144,0.01,0.15,-0.083,0.0,7485268000.0,14537360000.0,1063178000.0,1929208000.0,397465000.0,1531743000.0,7615528796.0,9147271796.0,Nível 1,0.6,Utilidade Pública,Energia Elétrica,Energia Elétrica
CESP5,26.26,25.67,47.22,-0.258,20757.85,0.059,4.12,0.1,1.15,5.05,6.52,4.75,6.13,22.86,0.59,6.38,3.99,29.78,-0.64,0.2,0.85,1.09,0.51,0.49,1.37,0.616,0.84,0.651,0.969,0.279,0.144,0.01,0.15,-0.083,0.0,7485268000.0,14537360000.0,1063178000.0,1929208000.0,397465000.0,1531743000.0,7615528796.0,9147271796.0,Nível 1,0.6,Utilidade Pública,Energia Elétrica,Energia Elétrica
CESP6,23.67,19.67,28.79,-0.16,47317678.48,0.092,3.71,0.09,1.03,5.05,6.52,4.28,5.52,22.86,0.53,6.38,3.59,26.81,-0.57,0.2,0.85,1.09,0.51,0.49,1.37,0.616,0.84,0.651,0.969,0.279,0.144,0.01,0.15,-0.083,0.0,7485268000.0,14537360000.0,1063178000.0,1929208000.0,397465000.0,1531743000.0,7615528796.0,9147271796.0,Nível 1,0.6,Utilidade Pública,Energia Elétrica,Energia Elétrica
CGAS3,136.0,130.79,167.69,-0.112,27688.25,0.09,8.89,0.13,8.48,7.55,8.77,5.94,6.89,16.03,1.33,15.3,1.71,6.2,-2.28,2.3,1.61,1.87,0.16,0.84,2.07,0.313,0.288,0.248,0.192,0.955,0.15,0.246,0.78,0.047,0.237,2124609000.0,13522525000.0,5614886000.0,7197405000.0,2303878000.0,4893527000.0,18022799832.0,22916326832.0,,0.009,Utilidade Pública,Gás,Gás
CGAS5,128.94,126.0,174.5,-0.148,717034.78,0.104,8.42,0.12,8.04,7.55,8.77,5.63,6.54,16.03,1.26,15.3,1.62,5.88,-2.16,2.3,1.61,1.87,0.16,0.84,2.07,0.313,0.288,0.248,0.192,0.955,0.15,0.246,0.78,0.047,0.237,2124609000.0,13522525000.0,5614886000.0,7197405000.0,2303878000.0,4893527000.0,18022799832.0,22916326832.0,,0.009,Utilidade Pública,Gás,Gás
CGRA3,38.94,28.69,50.07,0.085,59971.81,0.035,6.2,-0.57,0.98,4.07,3.52,4.56,3.94,39.77,0.73,6.28,1.29,2.12,-1.49,-0.11,-0.49,-0.43,0.75,0.25,3.17,0.529,0.283,0.327,0.208,0.158,0.118,0.197,0.57,0.038,0.211,768149000.0,1024829000.0,518877000.0,0.0,81239000.0,-81239000.0,752626628.0,671387628.0,,0.587,Consumo Cíclico,Comércio,Tecidos Vestuário e Calçados
CGRA4,39.11,26.05,49.11,0.076,256016.65,0.035,6.23,-0.57,0.98,4.07,3.52,4.58,3.96,39.77,0.74,6.28,1.3,2.13,-1.49,-0.11,-0.49,-0.43,0.75,0.25,3.17,0.529,0.283,0.327,0.208,0.158,0.118,0.197,0.57,0.038,0.211,768149000.0,1024829000.0,518877000.0,0.0,81239000.0,-81239000.0,752626628.0,671387628.0,,0.587,Consumo Cíclico,Comércio,Tecidos Vestuário e Calçados
CIEL3,2.31,1.94,4.14,-0.411,59062523.65,0.073,-134.33,1.21,0.64,1.88,6.52,4.82,16.75,3.62,0.07,-0.02,0.55,1.14,-0.54,-0.39,-2.97,-10.31,0.11,0.89,1.08,0.279,0.114,0.033,-0.004,-0.005,-0.001,0.005,0.13,0.001,0.0,9824114000.0,88715955000.0,76936350000.0,3965578000.0,7843522000.0,-3877944000.0,6330179092.0,2452235092.0,Novo Mercado,0.421,Financeiro e Outros,Serviços Financeiros Diversos,Serviços Financeiros Diversos
CLSC3,61.8,52.78,91.17,0.113,33048.93,0.07,2.63,0.02,0.97,2.53,3.03,1.69,2.03,63.77,0.2,23.53,0.17,16.45,-0.28,0.44,0.77,0.92,0.2,0.8,1.04,0.126,0.102,0.085,0.066,0.369,0.075,0.181,1.14,0.047,0.474,2459541000.0,12142481000.0,3758884000.0,1824357000.0,743079000.0,1081278000.0,2476823918.0,3558101918.0,Nível 2,0.755,Utilidade Pública,Energia Elétrica,Energia Elétrica
